Start Date,End Date,Customer Search Term,Search Term Impression Rank,Search Term Impression Share,Targeting,Match Type,Portfolio name,Campaign Name,Ad Group Name,Currency,Clicks,Impressions,Click-Thru Rate (CTR),Spend,Cost Per Click (CPC),7 Day Total Orders (#),"7 Day Total Sales ","Total Advertising Cost of Sales (ACOS) ",Total Return on Advertising Spend (ROAS),7 Day Conversion Rate
"May 9, 2022","Jun 7, 2022",b07p6l3h35,1,56.55%,"asin=\""B07P6L3H35\""",-,Silicone Egg Bite Molds,Silicone Egg Bite Molds - SP - Prod - Comp,Silicone Egg Bite Molds - SP - Prod - Comp - ASIN Comp - 2 Pack Sling Set,USD,30,10245,0.2900%,$29.0,$0.9667,6,$155.7,18.6300%,5.37,20.0000%
"May 9, 2022","Jun 7, 2022",instant pot steam diverter,7,3.46%,instant pot steam diverter,EXACT,IP Steam Diverters,Steam Diverter LUX - SP - KW - Main,Steam Diverter LUX - SP - KW - Main - KW Exact,USD,5,128,3.9100%,$1.49,$0.298,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",instant pot steam diverter,7,3.46%,instant pot steam diverter,EXACT,IP Steam Diverters,Steam Diverter DUO - SP - KW - Main,Steam Diverter DUO - SP - KW - Main - KW Exact,USD,116,9515,1.2200%,$106.28,$0.9162,25,$262.74,40.4500%,2.47,21.5500%
"May 9, 2022","Jun 7, 2022",springform pan,12,2.06%,springform pan,EXACT,Cakeware Pans,Cakeware Pans General - SP - KW - Main,Cakeware Pans General - SP - KW - Main - KW Exact,USD,51,8697,0.5900%,$57.62,$1.1298000000000001,8,$159.6,36.1000%,2.77,15.6900%
"May 9, 2022","Jun 7, 2022",b00a2kd8iy,1,70.81%,"asin=\""B00A2KD8IY\""",-,No Portfolio,Silicone Steamer Basket - SP - Prod - Comp,Silicone Steamer Basket - SP - Prod - Comp - ASIN Comp - Direct Silicone Steamers,USD,25,8153,0.3100%,$13.15,$0.526,5,$94.75,13.8800%,7.21,20.0000%
"May 9, 2022","Jun 7, 2022",4 inch springform pans,1,36.89%,4 inch springform pans,EXACT,Cakeware Pans,Cakeware Pans 4 Inch - SP - KW - Main,Cakeware Pans 4 Inch - SP - KW - Main - KW Exact,USD,38,7796,0.4900%,$52.87,$1.3913,3,$56.85,93.0000%,1.08,7.8900%
"May 9, 2022","Jun 7, 2022",b0759dx1l9,1,26.61%,"asin=\""B0759DX1L9\""",-,Dishwasher Cleaner,Dishwasher Cleaner - SP - Prod - Comp,Dishwasher Cleaner - SP - Prod - Comp - Direct,USD,21,7480,0.2800%,$40.01,$1.9052,7,$111.65,35.8400%,2.79,33.3300%
"May 9, 2022","Jun 7, 2022",9 inch springform pan,7,3.36%,9 inch springform pan,EXACT,Cakeware Pans,Cakeware Pans 9 Inch - SP - KW - Main,Cakeware Pans 9 Inch - SP - KW - Main - KW Exact,USD,42,7381,0.5700%,$56.59,$1.3474000000000002,8,$154.25,36.6900%,2.73,19.0500%
"May 9, 2022","Jun 7, 2022",floating shelves,249,0.03%,floating shelves,EXACT,Floating Shelves,Floating Shelves - SP - KW - Main,Floating Shelves - SP - KW - Main - KW Exact,USD,169,3592,4.7000%,$128.71,$0.7615999999999999,4,$299.75,42.9400%,2.33,2.3700%
"May 9, 2022","Jun 7, 2022",floating shelves,249,0.03%,floating shelfs,EXACT,Floating Shelves,Floating Shelves - SP - KW - Main,Floating Shelves - SP - KW - Main - KW Exact,USD,161,3756,4.2900%,$126.13,$0.7834,5,$479.6,26.3000%,3.80,3.1100%
"May 9, 2022","Jun 7, 2022",b07dkzbp6p,1,74.14%,"asin=\""B07DKZBP6P\""",-,Silicone Egg Bite Molds,Silicone Egg Bite Molds - SP - Prod - Comp,Silicone Egg Bite Molds  - SP - Prod - Comp - ASIN Comp - No Sling 1 Pack,USD,39,7338,0.5300%,$42.06,$1.0785,4,$103.5,40.6400%,2.46,10.2600%
"May 9, 2022","Jun 7, 2022",mini cheesecake pans removable bottom,1,18.17%,mini cheesecake pans removable bottom,EXACT,Cakeware Pans,Cakeware Pans 4 Inch - SP - KW - Main,Cakeware Pans 4 Inch - SP - KW - Main - KW Exact,USD,42,7284,0.5800%,$49.13,$1.1698,2,$37.9,129.6300%,0.77,4.7600%
"May 9, 2022","Jun 7, 2022",b07wvvsbjv,3,19.36%,"asin=\""B07WVVSBJV\""",-,No Portfolio,Silicone Steamer Basket - SP - Prod - Comp,Silicone Steamer Basket - SP - Prod - Comp - ASIN Comp - Direct Silicone Steamers,USD,13,7255,0.1800%,$7.51,$0.5777,1,$18.95,39.6300%,2.52,7.6900%
"May 9, 2022","Jun 7, 2022",instant pot cheesecake pan,1,59.78%,instant pot cheesecake pan,EXACT,Cakeware Pans,Cakeware Pans 7 Inch - SP - KW - Main,Cakeware Pans 7 Inch - SP - KW - Main - KW Exact,USD,41,7253,0.5700%,$33.77,$0.8237000000000001,4,$63.2,53.4300%,1.87,9.7600%
"May 9, 2022","Jun 7, 2022",mini cheesecake pans,3,13.30%,mini cheesecake pans,EXACT,Cakeware Pans,Cakeware Pans 4 Inch - SP - KW - Main,Cakeware Pans 4 Inch - SP - KW - Main - KW Exact,USD,146,7153,2.0400%,$167.96,$1.1504,15,$272.55,61.6300%,1.62,10.2700%
"May 9, 2022","Jun 7, 2022",silicone steamer basket,6,6.47%,silicone steamer basket,EXACT,Silicone Steamer Basket,Silicone Steamer Basket - SP - KW - Main,Silicone Steamer Basket - SP - KW - Main - KW Exact,USD,35,6626,0.5300%,$29.1,$0.8314,4,$75.8,38.3900%,2.60,11.4300%
"May 9, 2022","Jun 7, 2022",steam diverter instant pot,2,11.88%,steam diverter instant pot,EXACT,IP Steam Diverters,Steam Diverter DUO - SP - KW - Main,Steam Diverter DUO - SP - KW - Main - KW Exact,USD,42,6108,0.6900%,$30.21,$0.7193,9,$93.59,32.2800%,3.10,21.4300%
"May 9, 2022","Jun 7, 2022",steam diverter instant pot,2,11.88%,steam diverter instant pot,EXACT,IP Steam Diverters,Steam Diverter LUX - SP - KW - Main,Steam Diverter LUX - SP - KW - Main - KW Exact,USD,10,347,2.8800%,$2.9,$0.29,1,$9.95,29.1500%,3.43,10.0000%
"May 9, 2022","Jun 7, 2022",b00k0ws2gw,1,56.05%,"asin=\""B00K0WS2GW\""",-,Active Detergent,Active Detergent - SP - Prod - Comp,Active Detergent - SP - Prod - Comp - ASIN Comp - Direct,USD,18,6363,0.2800%,$45.83,$2.5461,3,$74.85,61.2300%,1.63,16.6700%
"May 9, 2022","Jun 7, 2022",b01bcpgml2,1,39.82%,"asin=\""B01BCPGML2\""",-,Active Detergent,Active Detergent - SP - Prod - Comp,Active Detergent - SP - Prod - Comp - ASIN Comp - Sport Additives,USD,24,6152,0.3900%,$67.11,$2.7963,7,$158.67,42.3000%,2.36,29.1700%
"May 9, 2022","Jun 7, 2022",12 inch plant stand,2,15.28%,12 inch plant stand,EXACT,Plant Stands (Adjustable),Plant Stands - KW - Targeted,Plant Stand- KW - Targeted (Exact),USD,25,5909,0.4200%,$41.24,$1.6496000000000002,4,$159.8,25.8100%,3.87,16.0000%
"May 9, 2022","Jun 7, 2022",b09jznq61k,1,88.77%,*,-,Active Detergent,Active Detergent - SP - Auto - PP - New,Active Detergent - SP - Auto - PP,USD,1,2,50.0000%,$1.34,$1.34,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",b09jznq61k,1,88.77%,"asin=\""B09JZNQ61K\""",-,Washing Machine Cleaner,Washing Machine Cleaner - SP - Prod - Comp,Washing Machine Cleaner - SP - Prod - Comp - ASIN Comp - Direct,USD,37,5857,0.6300%,$49.48,$1.3373,12,$176.41,28.0500%,3.57,32.4300%
"May 9, 2022","Jun 7, 2022",b07cg6jgjp,2,31.51%,"asin=\""B07CG6JGJP\""",-,Cakeware Pans,Cakeware Pans 4 7 9 - SP - Prod - Comp,Cakeware Pans 4 7 9 - SP - Prod - Comp - ASIN Comp - Direct,USD,18,5817,0.3100%,$10.22,$0.5678,1,$20.95,48.7800%,2.05,5.5600%
"May 9, 2022","Jun 7, 2022",mini cake pans,12,1.68%,mini cake pan,EXACT,Cakeware Pans,Cakeware Pans 4 Inch - SP - KW - Main,Cakeware Pans 4 Inch - SP - KW - Main - KW Exact,USD,131,5683,2.3100%,$122.53,$0.9353,8,$146.75,83.5000%,1.20,6.1100%
"May 9, 2022","Jun 7, 2022",enzyme laundry detergent,2,18.09%,enzyme laundry detergent,EXACT,Active Detergent,Active Detergent - SP - KW - Main,Active Detergent - SP - KW - Main - KW Exact - Set 1,USD,46,5652,0.8100%,$136.53,$2.968,10,$249.5,54.7200%,1.83,21.7400%
"May 9, 2022","Jun 7, 2022",b083svk9ck,1,41.93%,"asin=\""B083SVK9CK\""",-,Plant Stands (Adjustable),Plant Stands - ASIN - Competitors,Plant Stands - ASIN - Competitors,USD,19,5592,0.3400%,$23.79,$1.2521,1,$79.9,29.7700%,3.36,5.2600%
"May 9, 2022","Jun 7, 2022",washer cleaner,16,0.45%,washer cleaner,EXACT,Washing Machine Cleaner,Washing Machine Cleaner - SP - KW - Main,Washing Machine Cleaner - SP - KW - Main - KW Exact - Set 1,USD,506,5455,9.2800%,$1342.4,$2.653,241,$3632.3,36.9600%,2.71,47.6300%
"May 9, 2022","Jun 7, 2022",7 inch cake pan,3,9.98%,7 inch cake pan,EXACT,Cakeware Pans,Cakeware Pans 7 Inch - SP - KW - Main,Cakeware Pans 7 Inch - SP - KW - Main - KW Exact,USD,57,5431,1.0500%,$55.71,$0.9773999999999999,11,$125.45,44.4100%,2.25,19.3000%
"May 9, 2022","Jun 7, 2022",instant pot accessories 6 qt only,18,1.29%,6 qt. instant pot accessories,BROAD,IP Lid,IP Lids 6 QT - SP - KW - Main,IP Lids 6 QT - SP - KW - Main - KW Broad,USD,20,5179,0.3900%,$10.3,$0.515,1,$13.99,73.6200%,1.36,5.0000%
"May 9, 2022","Jun 7, 2022",b09m9c6mmq,1,47.75%,"asin=\""B09M9C6MMQ\""",-,Dishwasher Cleaner,Dishwasher Cleaner - SP - Prod - Comp,Dishwasher Cleaner - SP - Prod - Comp - Direct,USD,15,5177,0.2900%,$30.09,$2.006,3,$47.85,62.8800%,1.59,20.0000%
"May 9, 2022","Jun 7, 2022",washing machine cleaner front loader,5,6.41%,washing machine cleaner front loader,EXACT,Washing Machine Cleaner,Washing Machine Cleaner - SP - KW - Main,Washing Machine Cleaner - SP - KW - Main - KW Exact - Set 1,USD,525,5177,10.1400%,$1409.99,$2.6856999999999998,266,$3931.28,35.8700%,2.79,50.6700%
"May 9, 2022","Jun 7, 2022",b081k4yvc6,1,60.74%,"asin=\""B081K4YVC6\""",-,Washing Machine Cleaner,Washing Machine Cleaner - SP - Prod - Comp,Washing Machine Cleaner - SP - Prod - Comp - ASIN Comp - Direct,USD,15,5159,0.2900%,$19.9,$1.3266999999999998,4,$59.8,33.2800%,3.01,26.6700%
"May 9, 2022","Jun 7, 2022",b07h42sz13,4,15.29%,"asin=\""B07H42SZ13\""",-,Dishwasher Cleaner,Dishwasher Cleaner - SP - Prod - Comp,Dishwasher Cleaner - SP - Prod - Comp - Direct,USD,24,5112,0.4700%,$31.12,$1.2967,7,$110.65,28.1200%,3.56,29.1700%
"May 9, 2022","Jun 7, 2022",modern plant stand,11,1.66%,modern plant stand,EXACT,Plant Stands (Adjustable),Plant Stands - KW - Targeted,Plant Stand- KW - Targeted (Exact),USD,38,5110,0.7400%,$49.39,$1.2997,3,$159.8,30.9100%,3.24,7.8900%
"May 9, 2022","Jun 7, 2022",b0080zsqks,1,80.68%,"asin=\""B0080ZSQKS\""",-,Washing Machine Cleaner,Washing Machine Cleaner - SP - Prod - Comp,Washing Machine Cleaner - SP - Prod - Comp - ASIN Comp - Direct,USD,20,5103,0.3900%,$18.97,$0.9484999999999999,7,$104.65,18.1300%,5.52,35.0000%
"May 9, 2022","Jun 7, 2022",b09p9fgrnx,1,27.74%,"asin=\""B09P9FGRNX\""",-,Dishwasher Cleaner,Dishwasher Cleaner - SP - Prod - Comp,Dishwasher Cleaner - SP - Prod - Comp - Direct,USD,23,5019,0.4600%,$33.36,$1.4504,4,$63.8,52.2900%,1.91,17.3900%
"May 9, 2022","Jun 7, 2022",b07dj3rw8r,2,39.95%,"asin=\""B07DJ3RW8R\""",-,Cakeware Pans,Cakeware Pans 4 Inch - SP - Prod - Comp,Cakeware Pans 4 Inch - SP - Prod - Comp - ASIN Comp - Direct,USD,18,4996,0.3600%,$9.32,$0.5178,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",egg bite mold,11,1.72%,egg bite molds,EXACT,Silicone Egg Bite Molds,Silicone Egg Bite Molds - SP - KW - Main,Silicone Egg Bite Molds - SP - KW - Main - KW Exact,USD,32,1722,1.8600%,$39.56,$1.2363,5,$129.75,30.4900%,3.28,15.6300%
"May 9, 2022","Jun 7, 2022",egg bite mold,11,1.72%,egg bite mold,EXACT,Silicone Egg Bite Molds,Silicone Egg Bite Molds - SP - KW - Main,Silicone Egg Bite Molds - SP - KW - Main - KW Exact,USD,74,3187,2.3200%,$96.08,$1.2984,11,$285.45,33.6600%,2.97,14.8600%
"May 9, 2022","Jun 7, 2022",wash warrior washing machine cleaner,4,10.81%,wash warrior washing machine cleaner,EXACT,Washing Machine Cleaner,Washing Machine Cleaner - SP - KW - Comp,Washing Machine Cleaner - SP - KW - Comp - KW Exact,USD,1209,4741,25.5000%,$2057.26,$1.7016,500,$7521.02,27.3500%,3.66,41.3600%
"May 9, 2022","Jun 7, 2022",splash spotless washing machine cleaner,3,13.78%,splash spotless washing machine cleaner,EXACT,Washing Machine Cleaner,Washing Machine Cleaner - SP - KW - Comp,Washing Machine Cleaner - SP - KW - Comp - KW Exact,USD,275,4724,5.8200%,$452.47,$1.6453,83,$1256.84,36.0000%,2.78,30.1800%
"May 9, 2022","Jun 7, 2022",b07wdjb5w8,1,48.12%,"asin=\""B07WDJB5W8\""",-,No Portfolio,Silicone Steamer Basket - SP - Prod - Comp,Silicone Steamer Basket - SP - Prod - Comp - ASIN Comp - Direct Silicone Steamers,USD,28,4674,0.6000%,$21.54,$0.7693000000000001,1,$18.95,113.6700%,0.88,3.5700%
"May 9, 2022","Jun 7, 2022",b09lcndyxm,1,89.65%,"asin=\""B09LCNDYXM\""",-,Washing Machine Cleaner,Washing Machine Cleaner - SP - Prod - Comp,Washing Machine Cleaner - SP - Prod - Comp - ASIN Comp - Direct,USD,29,4566,0.6400%,$38.77,$1.3369,11,$158.47,24.4700%,4.09,37.9300%
"May 9, 2022","Jun 7, 2022",b07sgpw5ws,2,15.77%,"asin=\""B07SGPW5WS\""",-,Silicone Egg Bite Molds,Silicone Egg Bite Molds - SP - Prod - Comp,Silicone Egg Bite Molds  - SP - Prod - Comp - ASIN Comp - No Sling 1 Pack,USD,12,4553,0.2600%,$14.91,$1.2425,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",b09x6bv824,1,91.52%,*,-,Dishwasher Cleaner,Dishwasher Cleaner - SP - Auto - TOS,Dishwasher Cleaner - SP - Auto - TOS,USD,1,22,4.5500%,$0.18,$0.18,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",b09x6bv824,1,91.52%,"asin=\""B09X6BV824\""",-,Washing Machine Cleaner,Washing Machine Cleaner - SP - Prod - Defense,Washing Machine Cleaner - SP - Prod - Defense - ASIN Def,USD,35,4519,0.7700%,$50.11,$1.4317,27,$391.96,12.7800%,7.82,77.1400%
"May 9, 2022","Jun 7, 2022",b08cmlhppf,1,95.37%,"asin=\""B08CMLHPPF\""",-,Washing Machine Cleaner,Washing Machine Cleaner - SP - Prod - Comp,Washing Machine Cleaner - SP - Prod - Comp - ASIN Comp - Direct,USD,21,4406,0.4800%,$29.42,$1.401,4,$59.8,49.2000%,2.03,19.0500%
"May 9, 2022","Jun 7, 2022",b07rrckdkh,1,71.80%,"asin=\""B07RRCKDKH\""",-,Cakeware Pans,Cakeware Pans 9 Inch - SP - Prod - Comp,Cakeware Pans 9 Inch - SP - Prod - Comp - ASIN Comp - Direct,USD,10,4372,0.2300%,$6.77,$0.677,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",b07rhvt9yd,1,76.33%,"asin=\""B07RHVT9YD\""",-,Exp Steamer Basket,Exp Steamer Basket - SP - Prod - Comp,Exp Steamer Basket - SP - Prod - Comp - ASIN Comp - Direct,USD,25,4317,0.5800%,$19.7,$0.7879999999999999,5,$63.0,31.2700%,3.20,20.0000%
"May 9, 2022","Jun 7, 2022",washer cleaner tablets,8,4.02%,washer cleaner tablets,EXACT,Washing Machine Cleaner,Washing Machine Cleaner - SP - KW - Main,Washing Machine Cleaner - SP - KW - Main - KW Exact - Set 1,USD,807,4230,19.0800%,$1851.83,$2.2947,373,$5568.07,33.2600%,3.01,46.2200%
"May 9, 2022","Jun 7, 2022",b077qp8wp2,1,61.52%,"asin=\""B077QP8WP2\""",-,Silicone Egg Bite Molds,Silicone Egg Bite Molds - SP - Prod - Comp,Silicone Egg Bite Molds  - SP - Prod - Comp - ASIN Comp - No Sling 1 Pack,USD,18,4177,0.4300%,$20.68,$1.1489,1,$25.95,79.6900%,1.25,5.5600%
"May 9, 2022","Jun 7, 2022",b01nbktpts,28,0.63%,"asin=\""B01NBKTPTS\""",-,IP Lid,IP Lids 6 QT - ASIN - Instant Pots,IP Lids 6 QT - ASIN - Instant Pots,USD,8,3965,0.2000%,$9.29,$1.1613,1,$13.99,66.4000%,1.51,12.5000%
"May 9, 2022","Jun 7, 2022",sous-vide egg bites,2,31.60%,sous vide egg bites,EXACT,Silicone Egg Bite Molds,Silicone Egg Bite Molds - SP - KW - Main,Silicone Egg Bite Molds - SP - KW - Main - KW Exact,USD,2,3965,0.0500%,$0.37,$0.185,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",b07hssdw99,3,6.75%,"asin=\""B07HSSDW99\""",-,Dishwasher Cleaner,Dishwasher Cleaner - SP - Prod - Comp,Dishwasher Cleaner - SP - Prod - Comp - Direct,USD,27,3866,0.7000%,$52.25,$1.9352,8,$126.3,41.3700%,2.42,29.6300%
"May 9, 2022","Jun 7, 2022",dark brown floating shelves,26,0.38%,dark brown floating shelves,EXACT,Floating Shelves,Floating Shelves - SP - KW - Main,Floating Shelves - SP - KW - Main - KW Exact,USD,24,3781,0.6300%,$7.32,$0.305,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",b00qu18it8,1,48.67%,"asin=\""B00QU18IT8\""",-,Dishwasher Cleaner,Dishwasher Cleaner - SP - Prod - Comp,Dishwasher Cleaner - SP - Prod - Comp - Direct,USD,12,3664,0.3300%,$19.1,$1.5917,3,$47.85,39.9200%,2.51,25.0000%
"May 9, 2022","Jun 7, 2022",floating shelf,98,0.13%,floating shelves,EXACT,Floating Shelves,Floating Shelves - SP - KW - Main,Floating Shelves - SP - KW - Main - KW Exact,USD,59,1237,4.7700%,$45.11,$0.7646,1,$59.95,75.2500%,1.33,1.6900%
"May 9, 2022","Jun 7, 2022",floating shelf,98,0.13%,floating shelfs,EXACT,Floating Shelves,Floating Shelves - SP - KW - Main,Floating Shelves - SP - KW - Main - KW Exact,USD,92,2422,3.8000%,$71.7,$0.7793000000000001,3,$179.85,39.8700%,2.51,3.2600%
"May 9, 2022","Jun 7, 2022",sport laundry detergent,1,43.27%,sports laundry detergent,EXACT,Active Detergent,Active Detergent - SP - KW - Main,Active Detergent - SP - KW - Main - KW Exact - Set 1,USD,34,3628,0.9400%,$103.35,$3.0397000000000003,17,$395.15,26.1500%,3.82,50.0000%
"May 9, 2022","Jun 7, 2022",bathroom shelf,50,0.35%,bathroom shelf,EXACT,Floating Shelves,Floating Shelves - SP - KW - Main,Floating Shelves - SP - KW - Main - KW Exact,USD,19,1687,1.1300%,$29.28,$1.5411000000000001,2,$119.9,24.4200%,4.09,10.5300%
"May 9, 2022","Jun 7, 2022",bathroom shelf,50,0.35%,bathroom shelves,EXACT,Floating Shelves,Floating Shelves - SP - KW - Main,Floating Shelves - SP - KW - Main - KW Exact,USD,20,1921,1.0400%,$26.79,$1.3395,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",b087ch2hs7,3,17.05%,"asin=\""B087CH2HS7\""",-,Plant Stands (Adjustable),Plant Stands - ASIN - Competitors,Plant Stands - ASIN - Competitors,USD,11,3398,0.3200%,$10.59,$0.9627,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",small springform pan,2,31.21%,small springform pan,EXACT,Cakeware Pans,Cakeware Pans 4 Inch - SP - KW - Main,Cakeware Pans 4 Inch - SP - KW - Main - KW Exact,USD,29,3349,0.8700%,$49.36,$1.7021000000000002,6,$94.75,52.0900%,1.92,20.6900%
"May 9, 2022","Jun 7, 2022",washing machine cleaner top load,6,5.79%,washing machine cleaner top load,EXACT,Washing Machine Cleaner,Washing Machine Cleaner - SP - KW - Main,Washing Machine Cleaner - SP - KW - Main - KW Exact - Set 1,USD,253,3333,7.5900%,$710.42,$2.8080000000000003,129,$1900.72,37.3800%,2.68,50.9900%
"May 9, 2022","Jun 7, 2022",washing machine cleaner top load,6,5.79%,*,-,Active Detergent,Active Detergent - SP - Auto - TOS - New,Active Detergent - SP - Auto - TOS - New,USD,1,7,14.2900%,$0.19,$0.19,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",9 inch cake pan,11,1.38%,9 inch cake pans,EXACT,Cakeware Pans,Cakeware Pans 9 Inch - SP - KW - Main,Cakeware Pans 9 Inch - SP - KW - Main - KW Exact,USD,61,3333,1.8300%,$105.48,$1.7291999999999998,12,$225.75,46.7200%,2.14,19.6700%
"May 9, 2022","Jun 7, 2022",b08f8pvp38,2,25.56%,"asin=\""B08F8PVP38\""",-,Dishwasher Cleaner,Dishwasher Cleaner - SP - Prod - Comp,Dishwasher Cleaner - SP - Prod - Comp - Direct,USD,24,3319,0.7200%,$28.99,$1.2079,9,$142.55,20.3400%,4.92,37.5000%
"May 9, 2022","Jun 7, 2022",b08zd5g9q7,1,36.66%,"asin=\""B08ZD5G9Q7\""",-,Dishwasher Cleaner,Dishwasher Cleaner - SP - Prod - Comp,Dishwasher Cleaner - SP - Prod - Comp - Direct,USD,44,3263,1.3500%,$62.11,$1.4116,15,$239.25,25.9600%,3.85,34.0900%
"May 9, 2022","Jun 7, 2022",hex laundry detergent,4,4.40%,hex laundry detergent,EXACT,Active Detergent,Active Detergent - SP - KW - Comp,Active Detergent - SP - KW - Comp - KW Exact,USD,28,3260,0.8600%,$79.79,$2.8495999999999997,6,$139.7,57.1200%,1.75,21.4300%
"May 9, 2022","Jun 7, 2022",smash cake pans,4,8.08%,smash cake pans,EXACT,Cakeware Pans,Cakeware Pans 4 Inch - SP - KW - Main,Cakeware Pans 4 Inch - SP - KW - Main - KW Exact,USD,146,3248,4.5000%,$182.86,$1.2525,27,$496.25,36.8500%,2.71,18.4900%
"May 9, 2022","Jun 7, 2022",wood floating shelves,84,0.15%,wood floating shelf,EXACT,Floating Shelves,Floating Shelves - SP - KW - Main,Floating Shelves - SP - KW - Main - KW Exact,USD,111,3230,3.4400%,$119.98,$1.0809,7,$599.5,20.0100%,5.00,6.3100%
"May 9, 2022","Jun 7, 2022",b08p945dbl,1,45.49%,"asin=\""B08P945DBL\""",-,Cakeware Pans,Cakeware Pans 4 7 9 - SP - Prod - Comp,Cakeware Pans 4 7 9 - SP - Prod - Comp - ASIN Comp - Direct,USD,8,3213,0.2500%,$5.24,$0.655,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",front load washer cleaner,5,6.31%,front load washer cleaner,EXACT,Washing Machine Cleaner,Washing Machine Cleaner - SP - KW - Main,Washing Machine Cleaner - SP - KW - Main - KW Exact - Set 1,USD,300,3202,9.3700%,$812.49,$2.7083,137,$2036.39,39.9000%,2.51,45.6700%
"May 9, 2022","Jun 7, 2022",plant stand adjustable,1,58.77%,plant stand adjustable,EXACT,Plant Stands (Adjustable),Plant Stands - KW - Targeted,Plant Stand- KW - Targeted (Exact),USD,18,3182,0.5700%,$33.27,$1.8483,1,$39.95,83.2800%,1.20,5.5600%
"May 9, 2022","Jun 7, 2022",instant pot sealing ring,3,16.73%,instant pot sealing rings,EXACT,IP Sealing Ring,IP Sealing Ring 3 QT - SP - KW - Main,IP Sealing Ring 3 QT - SP - KW - Main - KW Exact,USD,13,3105,0.4200%,$7.13,$0.5485,1,$14.99,47.5700%,2.10,7.6900%
"May 9, 2022","Jun 7, 2022",b07wnrrvb1,1,68.10%,"asin=\""B07WNRRVB1\""",-,Silicone Roasting Rack,Silicone Roasting Rack - SP - Prod - Comp,Silicone Roasting Rack - SP - Prod - Comp - ASIN Comp,USD,13,3047,0.4300%,$6.06,$0.46619999999999995,1,$12.95,46.8000%,2.14,7.6900%
"May 9, 2022","Jun 7, 2022",b07cpmq48y,3,15.13%,"asin=\""B07CPMQ48Y\""",-,Active Detergent,Active Detergent - SP - Prod - Comp,Active Detergent - SP - Prod - Comp - ASIN Comp - Direct,USD,12,3027,0.4000%,$23.39,$1.9491999999999998,1,$24.95,93.7500%,1.07,8.3300%
"May 9, 2022","Jun 7, 2022",b0793k2b7q,3,7.16%,"asin=\""B0793K2B7Q\""",-,Plant Stands (Adjustable),Plant Stands - ASIN - Competitors,Plant Stands - ASIN - Competitors,USD,11,2954,0.3700%,$8.03,$0.73,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",cake pans sets for baking,20,1.23%,cake pans sets baking,EXACT,Cakeware Pans,Cakeware Pans 4 7 9 - SP - KW - Main,Cakeware Pans 4 7 9 - SP - KW - Main - KW Exact,USD,15,2930,0.5100%,$10.05,$0.67,1,$16.95,59.2900%,1.69,6.6700%
"May 9, 2022","Jun 7, 2022",walnut floating shelves,13,1.87%,walnut floating shelves,EXACT,Floating Shelves,Floating Shelves - SP - KW - Main,Floating Shelves - SP - KW - Main - KW Exact,USD,30,2930,1.0200%,$12.85,$0.42829999999999996,0,$0.0,,0.00,0.0000%
"May 9, 2022","Jun 7, 2022",b003dnsr4w,1,81.88%,"asin=\""B003DNSR4W\""",-,Washing Machine Cleaner,Washing Machine Cleaner - SP - Prod - Comp,Washing Machine Cleaner - SP - Prod - Comp - ASIN Comp - Direct,USD,8,2873,0.2800%,$12.59,$1.5737999999999999,2,$29.9,42.1100%,2.37,25.0000%
"May 9, 2022","Jun 7, 2022",b00qqrekm0,1,71.40%,"asin=\""B00QQREKM0\""",-,Washing Machine Cleaner,Washing Machine Cleaner - SP - Prod - Comp,Washing Machine Cleaner - SP - Prod - Comp - ASIN Comp - Direct,USD,11,2839,0.3900%,$16.54,$1.5036,5,$74.45,22.2200%,4.50,45.4500%
"May 9, 2022","Jun 7, 2022",b07pmgpz4l,1,63.01%,"asin=\""B07PMGPZ4L\""",-,Silicone Egg Bite Molds,Silicone Egg Bite Molds - SP - Prod - Comp,Silicone Egg Bite Molds - SP - Prod - Comp - ASIN Comp - 2 Pack Sling Set,USD,21,2824,0.7400%,$21.94,$1.0448,5,$129.75,16.9100%,5.91,23.8100%
"May 9, 2022","Jun 7, 2022",b01iwmo0v2,1,90.61%,"asin=\""B01IWMO0V2\""",-,Exp Steamer Basket,Exp Steamer Basket - SP - Prod - Comp,Exp Steamer Basket - SP - Prod - Comp - ASIN Comp - Direct,USD,20,2818,0.7100%,$12.7,$0.635,4,$51.8,24.5200%,4.08,20.0000%
